Name,Taxon_ID,Accession_Number,Length
Pseudomonas aeruginosa,287,RIZ47825.1,237
Pseudomonas putida,303,RIZ35597.1,230
Pseudomonas aeruginosa,287,RIZ30860.1,237
Pseudomonas aeruginosa,287,RIZ27098.1,237
Pseudomonas aeruginosa,287,RIZ21846.1,237
Pseudomonas aeruginosa,287,RIZ07984.1,237
Pseudomonas aeruginosa,287,RIY98258.1,237
Pseudomonas aeruginosa,287,RIY97903.1,237
Pseudomonas aeruginosa,287,RIY85322.1,237
Pseudomonas aeruginosa,287,RIY84825.1,237
Pseudomonas aeruginosa,287,RIY81608.1,237
Pseudomonas aeruginosa,287,RIY79212.1,237
Pseudomonas aeruginosa,287,RIY77233.1,237
Pseudomonas aeruginosa,287,RIY70424.1,237
Pseudomonas aeruginosa,287,RIY59212.1,237
Pseudomonas aeruginosa,287,RIY51068.1,237
Pseudomonas aeruginosa,287,RIY45587.1,237
Pusillimonas sp. L52-1-41,2026684,RIY40423.1,230
Alteromonas sp. RKMC-009,2267264,AYA66475.1,219
Aureimonas sp. M2BS4Y-1,2320271,RIY03779.1,170
Aureimonas sp. M2BS4Y-1,2320271,RIX99182.1,210
Aureimonas sp. M2BS4Y-1,2320271,RIX98426.1,205
Rhodocyclales bacterium GT-UBC,2316108,RIX41256.1,167
Sphingomonas sp. DAC4,2315689,RIX32472.1,249
Sphingomonas sp. DAC4,2315689,RIX29043.1,314
Vibrio harveyi,669,RIW11856.1,227
Cohaesibacter haloalkalitolerans,1162980,WP_119309904.1,199
Cohaesibacter haloalkalitolerans,1162980,WP_119308349.1,176
Cohaesibacter haloalkalitolerans,1162980,WP_119307850.1,310
Rhodospirillaceae bacterium SYSU D60009,2268030,WP_119299842.1,217
Rhodospirillaceae bacterium SYSU D60006,2268029,WP_119280230.1,225
Phyllobacteriaceae bacterium SYSU D60010,2267839,WP_119271784.1,295
Phyllobacteriaceae bacterium SYSU D60010,2267839,WP_119268607.1,214
Shinella zoogloeoides,352475,WP_119258263.1,199
Shinella zoogloeoides,352475,WP_119258057.1,276
Shinella zoogloeoides,352475,WP_119257272.1,204
Proteobacteria bacterium,1977087,RIK96815.1,207
Proteobacteria bacterium,1977087,RIK95214.1,208
Rhizobiales bacterium,1909294,RIK88364.1,203
Pseudomonas aeruginosa,287,CRN93494.1,237
Pseudomonas aeruginosa,287,CRQ34731.1,237
Pseudomonas aeruginosa,287,CRN69041.1,237
Pseudomonas aeruginosa,287,CRP39268.1,237
Pseudomonas aeruginosa,287,CRR10736.1,237
Pseudomonas aeruginosa,287,CRN21543.1,237
Pseudomonas aeruginosa,287,CRQ55507.1,237
Pseudomonas aeruginosa,287,CRW95603.1,237
Pseudomonas aeruginosa,287,CRR63430.1,237
Pseudomonas aeruginosa,287,CRS16155.1,237
Pseudomonas aeruginosa,287,CRN73049.1,212
Pseudomonas aeruginosa,287,CRN84960.1,237
Pseudomonas aeruginosa,287,CRP45379.1,237
Pseudomonas aeruginosa,287,CRQ68932.1,237
Pseudomonas aeruginosa,287,CRO65502.1,237
Pseudomonas aeruginosa,287,CRN28395.1,212
Pseudomonas aeruginosa,287,CRN88188.1,237
Pseudomonas aeruginosa,287,CRP58390.1,237
Pseudomonas aeruginosa,287,CRS05657.1,259
Pseudomonas aeruginosa,287,CRN29431.1,237
Pseudomonas aeruginosa,287,CRO35495.1,237
Pseudomonas aeruginosa,287,CRW97331.1,237
Pseudomonas aeruginosa,287,CRQ47512.1,237
Pseudomonas aeruginosa,287,CRO13446.1,237
Pseudomonas aeruginosa,287,CRP94326.1,237
Pseudomonas aeruginosa,287,CRQ10676.1,237
Pseudomonas aeruginosa,287,CRQ08325.1,237
Pseudomonas aeruginosa,287,CRN38540.1,237
Pseudomonas aeruginosa,287,CRO84457.1,237
Pseudomonas aeruginosa,287,CRO48429.1,237
Pseudomonas aeruginosa,287,CRO88826.1,237
Pseudomonas aeruginosa,287,CRN93205.1,237
Pseudomonas aeruginosa,287,CRQ65147.1,237
Pseudomonas aeruginosa,287,CRO06109.1,237
Pseudomonas aeruginosa,287,CRP47324.1,237
Pseudomonas aeruginosa,287,CRR71255.1,237
Pseudomonas aeruginosa,287,CRO90000.1,237
Pseudomonas aeruginosa,287,CRP00095.1,237
Pseudomonas aeruginosa,287,CRO09816.1,237
Pseudomonas aeruginosa,287,CRR76680.1,237
Marinobacter subterrani,1658765,WP_048494542.1,219
Pseudomonas aeruginosa DSM 50071 = NBRC 12689,1123015,AKO87665.1,237
Pseudomonas sp. BICA1-14,1619235,KJS77826.2,216
Marinobacter subterrani,1658765,KMQ74308.1,219
Pseudomonas aeruginosa,287,KMQ56699.1,219
Vibrio cholerae,666,AKO77909.1,165
Vibrio cholerae,666,AKO77240.1,220
Methylobacterium aquaticum,270351,WP_048464798.1,218
Methylobacterium aquaticum,270351,WP_048462276.1,216
Methylobacterium aquaticum,270351,WP_048462229.1,235
Kluyvera ascorbata ATCC 33433,1006000,KFD08364.1,233
Leclercia adecarboxylata ATCC 23216 = NBRC 102595,911008,KFC97218.1,209
Buttiauxella agrestis ATCC 33320,1006004,KFC78571.1,207
Bosea sp. LC85,1502851,KFC67578.1,207
Devosia sp. LC5,1502724,KFC64745.1,207
Bosea sp. LC85,1502851,KFC64585.1,340
Devosia sp. LC5,1502724,KFC62692.1,178
Bosea sp. LC85,1502851,KFC61646.1,214
Pseudomonas aeruginosa PGPR2,1328315,KFB19479.1,212
Nitratireductor basaltis,472175,KFB10049.1,204
Nitratireductor basaltis,472175,KFB08449.1,202
Vibrio sp. ER1A,1517681,KFA98644.1,219
Sphingomonas sp. BHC-A,322611,KEY97216.1,352
Pseudomonas capeferrum,1495066,KEY84792.1,253
Agrobacterium tumefaciens,358,KEY55952.1,177
Agrobacterium tumefaciens,358,KEY54669.1,204
Agrobacterium tumefaciens,358,KEY53438.1,200
Agrobacterium tumefaciens,358,KEY53045.1,221
Agrobacterium tumefaciens,358,KEY50530.1,202
Pseudomonas fluorescens,294,AIG04065.1,230
Alteromonas australica,589873,AIF98646.1,209
Alteromonas australica,589873,AIF98096.1,226
Rhodopseudomonas sp. B29,95607,WP_031336086.1,206
Pseudomonas,286,WP_031321178.1,230
Pseudomonas tolaasii,29442,WP_031319345.1,230
Pseudomonas chloritidismutans,203192,WP_031298248.1,233
Pseudomonas,286,WP_031288348.1,227
Mesorhizobium sp. LNHC252B00,1287252,WP_031261456.1,205
Mesorhizobium sp. LNHC232B00,1287243,WP_031258820.1,206
Mesorhizobium sp. LNHC232B00,1287243,WP_031257638.1,184
Mesorhizobium sp. L48C026A00,1287182,WP_031255117.1,208
Mesorhizobium sp. LNHC221B00,1287233,WP_031250442.1,206
Mesorhizobium sp. LNHC221B00,1287233,WP_031250342.1,184
Agrobacterium,357,WP_031234180.1,201
Mesorhizobium sp. L2C084A000,1287116,WP_031213661.1,205
Mesorhizobium sp. LSJC280B00,1287336,WP_031213004.1,206
Mesorhizobium sp. LSJC264A00,1287321,WP_031209083.1,312
Halomonas huangheensis,1178482,WP_031206948.1,210
Mesorhizobium,68287,WP_031199543.1,314
Tepidicaulis marinus,1333998,GAK46051.1,254
Tepidicaulis marinus,1333998,GAK46184.1,371
Brucella suis bv. 4 str. 40,520488,KEY04281.1,201
Brucella suis bv. 4 str. 40,520488,KEY04209.1,206
Brucella suis bv. 4 str. 40,520488,KEY03499.1,184
Brucella inopinata BO1,470735,KEY00848.1,184
Brucella neotomae 5K33,520456,KEY00349.1,184
Brucella ceti B1/94,520457,KEY00288.1,206
Brucella neotomae 5K33,520456,KEX98615.1,206
Brucella ceti B1/94,520457,KEX97880.1,184
Brucella ceti B1/94,520457,KEX97666.1,201
Bradyrhizobium shewense,1761772,SCB22620.1,243
Bradyrhizobium shewense,1761772,SCB27008.1,208
Bradyrhizobium shewense,1761772,SCB26813.1,188
Bradyrhizobium shewense,1761772,SCB54954.1,207
Bradyrhizobium yuanmingense,108015,SCB22908.1,243
Bradyrhizobium yuanmingense,108015,SCB43151.1,208
Bradyrhizobium yuanmingense,108015,SCB46389.1,200
Bradyrhizobium yuanmingense,108015,SCB45148.1,207
Rhizobium lusitanum,293958,SCB27658.1,201
Rhizobium lusitanum,293958,SCB35615.1,199
Rhizobium lusitanum,293958,SCB36194.1,316
Rhizobium lusitanum,293958,SCB40286.1,223
Rhizobium multihospitium,410764,SCB31785.1,314
Rhizobium multihospitium,410764,SCB38568.1,199
Rhizobium multihospitium,410764,SCB40469.1,201
Rhizobium multihospitium,410764,SCB49203.1,224
Rhizobium miluonense,411945,SCB09352.1,170
Rhizobium miluonense,411945,SCB14867.1,213
Rhizobium miluonense,411945,SCB29274.1,316
Rhizobium miluonense,411945,SCB35135.1,224
Rhizobium miluonense,411945,SCB44969.1,201
Rhizobium aethiopicum,1138170,SCB56589.1,201
Rhizobium aethiopicum,1138170,SCB57873.1,199
Rhizobium aethiopicum,1138170,SCB61635.1,199
Salinarimonadaceae bacterium HL-109,1653334,SCC80206.1,213
Salinarimonadaceae bacterium HL-109,1653334,SCC80205.1,236
Pseudomonas syringae,317,OCR22861.1,231
Vibrio cidicii,1763883,WP_065820032.1,244
Altererythrobacter dongtanensis,692370,ANY20961.1,318
Altererythrobacter dongtanensis,692370,ANY19667.1,239
Immundisolibacter cernigliae,1810504,ANX05438.1,210
Nitratireductor aquibiodomus,204799,WP_065818570.1,196
Nitratireductor aquibiodomus,204799,WP_065818487.1,199
Nitratireductor aquibiodomus,204799,WP_065817132.1,272
Nitratireductor aquibiodomus,204799,WP_065815210.1,204
Pseudomonas sp. 22 E 5,1844093,CRM86412.1,175
Pseudomonas sp. 22 E 5,1844093,CRM94702.1,238
Pseudomonas sp. 58 R 3,1844108,CRM67701.1,207
Pseudomonas sp. 34 E 7,1844102,CRN02953.1,207
Pseudomonas sp. 25 R 14,1844109,CRM77156.1,232
Pseudomonas sp. 37 R 15,1844104,CRM64338.1,207
Pseudomonas sp. 44 R 15,1844105,CRM58777.1,230
Pseudomonas sp. 24 E 13,1844095,CRM40671.1,207
Pseudomonas sp. 28 E 9,1844098,CRM25738.1,230
Pseudomonas sp. 31 R 17,1844101,CRM16092.1,230
Pseudomonas sp. 31 E 6,1844100,CRM50468.1,238
Pseudomonas sp. 31 E 5,1844099,CRM69378.1,238
Pseudomonas sp. 25 E 4,1844097,CRM33037.1,238
Ensifer,106591,WP_065784585.1,206
Ensifer,106591,WP_065776772.1,202
Legionella pneumophila,446,CZP52806.1,244
Legionella pneumophila,446,CZI31692.1,244
Legionella pneumophila,446,CZG67314.1,244
Legionella pneumophila,446,CZI02028.1,244
Legionella pneumophila,446,CZH74912.1,244
Legionella pneumophila,446,CZJ21331.1,244
Legionella pneumophila,446,CZG59919.1,244
Legionella pneumophila,446,CZP34377.1,244
Legionella pneumophila,446,CZP26193.1,244
Legionella pneumophila,446,CZP21823.1,244
Legionella pneumophila,446,CZI33152.1,244
Legionella pneumophila,446,CZP45565.1,244
Legionella pneumophila,446,CZO77608.1,244
Legionella pneumophila,446,CZG17304.1,244
Legionella pneumophila,446,CZP07957.1,244
Legionella pneumophila,446,CZP63577.1,244
Legionella pneumophila,446,CZG00137.1,244
Legionella pneumophila,446,CZO91947.1,244
Legionella pneumophila,446,CZK98364.1,244
Legionella pneumophila,446,CZG17110.1,244
Legionella pneumophila,446,CZG34502.1,244
Legionella pneumophila,446,CZG09857.1,244
Legionella pneumophila,446,CZH49218.1,244
Legionella pneumophila,446,CZP02336.1,244
Legionella pneumophila,446,CZH67961.1,244
Legionella pneumophila,446,CZI63524.1,244
Legionella pneumophila,446,CZO59292.1,244
Legionella pneumophila,446,CZH50260.1,244
Legionella pneumophila,446,CZH90078.1,244
Legionella pneumophila,446,CZO54956.1,244
Legionella pneumophila,446,CZO96958.1,244
Legionella pneumophila,446,CZI50393.1,244
Legionella pneumophila,446,CZP07212.1,244
Legionella pneumophila,446,CZI57927.1,244
Legionella pneumophila,446,CZP02405.1,244
Legionella pneumophila,446,CZO75207.1,244
Legionella pneumophila,446,CZO55247.1,244
Legionella pneumophila,446,CZG38016.1,244
Legionella pneumophila,446,CZP29465.1,244
Legionella pneumophila,446,CZO16754.1,244
Legionella pneumophila,446,CZO53178.1,244
Legionella pneumophila,446,CZG55585.1,244
Legionella pneumophila,446,CZO92136.1,244
Legionella pneumophila,446,CZP10414.1,244
Legionella pneumophila,446,CZG16478.1,244
Legionella pneumophila,446,CZG05539.1,244
Legionella pneumophila,446,CZI08279.1,244
Legionella pneumophila,446,CZH44422.1,244
Legionella pneumophila,446,CZH33813.1,244
Legionella pneumophila,446,CZG20831.1,244
Microvirga massiliensis,1033741,WP_046865394.1,226
Microvirga massiliensis,1033741,WP_046865393.1,210
Microvirga massiliensis,1033741,WP_046862849.1,222
Microvirga massiliensis,1033741,WP_046861817.1,214
Pseudomonas sp. CCOS 191,1649877,WP_046857926.1,230
Vibrio parahaemolyticus,670,KKZ09132.1,227
Vibrio parahaemolyticus,670,KKZ02632.1,227
Vibrio parahaemolyticus,670,KKY97898.1,227
Afipia massiliensis,211460,WP_046826904.1,206
Afipia massiliensis,211460,WP_046826298.1,286
Pseudomonas putida,303,WP_046816853.1,235
Pseudomonas putida,303,WP_046815413.1,231
Afipia massiliensis,211460,KKY09841.1,206
Afipia massiliensis,211460,KKY09211.1,286
Vibrio parahaemolyticus,670,KKX87466.1,227
Vibrio parahaemolyticus,670,KKX86026.1,227
Vibrio parahaemolyticus,670,KKX73375.1,227
Vibrio parahaemolyticus,670,KKX73139.1,227
Pseudomonas putida,303,KKX69894.1,231
Vibrio parahaemolyticus,670,KKX68690.1,227
Vibrio parahaemolyticus,670,KKX64670.1,227
Pseudomonas putida,303,KKX63969.1,235
Rhizobium/Agrobacterium group,227290,WP_046801506.1,177
Rhizobium/Agrobacterium group,227290,WP_046801003.1,222
Rhizobium/Agrobacterium group,227290,WP_046799776.1,201
Rhizobium/Agrobacterium group,227290,WP_046798293.1,201
Rhizobium sp. LC145,1120688,WP_046793984.1,204
Rhizobium sp. LC145,1120688,WP_046792240.1,203
Pseudomonas putida,303,WP_046788350.1,230
Sphingobium chungbukense,56193,WP_046763104.1,354
Achromobacter sp. LC458,1120623,KKX39104.1,227
Rhizobium sp. LC145,1120688,KKX33742.1,203
Agrobacterium sp. LC34,1643810,KKX32681.1,201
Rhizobium sp. LC145,1120688,KKX31722.1,204
Agrobacterium sp. LC34,1643810,KKX29919.1,204
Agrobacterium sp. LC34,1643810,KKX28492.1,201
Agrobacterium sp. LC34,1643810,KKX26036.1,222
Agrobacterium sp. LC34,1643810,KKX24922.1,177
Pseudomonas sp. CCOS 191,1649877,CRI59681.1,230
Sphingobium chungbukense,56193,KKW92895.1,354
Candidatus Moranbacteria bacterium GW2011_GWD2_37_9,1618705,KKQ48014.1,216
Candidatus Moranbacteria bacterium GW2011_GWE1_37_24,1618709,KKQ30783.1,216
Candidatus Moranbacteria bacterium GW2011_GWD1_37_17,1618702,KKQ29344.1,216
Candidatus Moranbacteria bacterium GW2011_GWF2_37_11,1618724,KKQ22986.1,216
Candidatus Moranbacteria bacterium GW2011_GWF1_36_4,1618717,KKQ06049.1,216
Candidatus Moranbacteria bacterium GW2011_GWE2_35_2-,1618712,KKP71192.1,216
Candidatus Moranbacteria bacterium GW2011_GWF1_34_10,1618715,KKP58494.1,332
Vibrio cholerae,666,KKP21072.1,220
Vibrio cholerae,666,KKP14722.1,220
Vibrio cholerae,666,KKP14255.1,220
Brucella abortus bv. 9 str. C68,520455,AIJ62392.1,135
Brucella abortus bv. 9 str. C68,520455,AIJ60202.1,206
Brucella abortus bv. 9 str. C68,520455,AIJ59947.1,201
Brucella abortus,235,AIJ59257.1,135
Brucella abortus,235,AIJ58743.1,201
Brucella abortus,235,AIJ57086.1,206
Brucella abortus,235,AIJ56232.1,184
Brucella abortus,235,AIJ55431.1,201
Brucella abortus,235,AIJ54987.1,206
Brucella abortus,235,AIJ52587.1,206
Brucella abortus,235,AIJ52568.1,201
Brucella abortus,235,AIJ51230.1,135
Comamonas testosteroni TK102,1392005,AIJ47819.1,219
Brucella abortus LMN2,1408185,KFH26519.1,201
Brucella abortus LMN2,1408185,KFH26042.1,206
Brucella abortus LMN2,1408185,KFH24893.1,135
Brucella abortus 544,1169205,KFH24452.1,135
Brucella abortus 544,1169205,KFH24056.1,206
Brucella abortus LMN1,1408184,KFH23797.1,135
Brucella abortus LMN1,1408184,KFH22399.1,201
Brucella abortus 544,1169205,KFH21599.1,201
Brucella abortus LMN1,1408184,KFH21496.1,206
Sphingobium herbicidovorans NBRC 16415,1219045,KFG91051.1,347
Microvirga sp. BSC39,1549810,KFG70427.1,203
Microvirga sp. BSC39,1549810,KFG67609.1,201
Microvirga sp. BSC39,1549810,KFG66977.1,205
Microvirga sp. BSC39,1549810,KFG66528.1,201
Pectobacterium carotovorum subsp. brasiliense,180957,KFF69446.1,229
Pectobacterium carotovorum subsp. brasiliense,180957,KFF66470.1,229
Pectobacterium carotovorum subsp. brasiliense,180957,KFF61110.1,229
Vibrio mediterranei,689,WP_031494761.1,219
Gammaproteobacteria bacterium MFB021,1492922,KFF48364.1,209
Pseudomonas sp. BRG-100,1524267,KFF44837.1,230
Pseudomonas aeruginosa,287,BAP24224.1,212
Pseudomonas syringae,317,KFE48653.1,231
Vibrio mimicus,674,KFE31533.1,220
Vibrio cholerae,666,KFE29113.1,220
Vibrio cholerae,666,KFE24843.1,220
Vibrio cholerae,666,KFE20965.1,220
Vibrio cholerae,666,KFE16822.1,220
Vibrio cholerae,666,KFE12109.1,220
Vibrio cholerae,666,KFE10185.1,220
Vibrio cholerae,666,KFE05046.1,220
Vibrio cholerae,666,KFE01264.1,220
Vibrio cholerae,666,KFD98677.1,220
Vibrio cholerae,666,KFD94480.1,220
Vibrio cholerae,666,KFD93012.1,220
Vibrio cholerae,666,KFD87938.1,220
Vibrio cholerae,666,KFD83921.1,220
Vibrio cholerae,666,KFD81734.1,220
Marinobacter sp. PWS21,2033727,PHQ16863.1,218
Pseudomonas aeruginosa,287,PHP77955.1,237
Pseudomonas aeruginosa,287,PHP71409.1,237
Zhengella mangrovi,1982044,PHP68993.1,202
Zhengella mangrovi,1982044,PHP68094.1,198
Hartmannibacter diazotrophicus,1482074,SON58066.1,185
Hartmannibacter diazotrophicus,1482074,SON55429.1,203
Arcobacter molluscorum LMG 25693,870501,PHO18562.1,213
Arcobacter molluscorum LMG 25693,870501,PHO17774.1,213
Arcobacter marinus,505249,PHO16478.1,213
Arcobacter marinus,505249,PHO13863.1,213
Arcobacter marinus,505249,PHO11577.1,215
Arcobacter canalis,1912871,PHO10726.1,213
Arcobacter canalis,1912871,PHO09203.1,215
Vibrio splendidus,29497,PHN86646.1,222
Pseudomonas sp. ICMP 8385,1718920,PHN53983.1,230
Pseudomonas sp. ICMP 564,1718919,PHN29042.1,230
Pseudomonas sp. ICMP 460,1718917,PHN20825.1,230
Sphingobium fuliginis,336203,GAY21686.1,353
Curvibacter sp. PD_MW3,2027918,PHM21824.1,223
Sulfuricurvum sp. PD_MW2,2027917,PHM16794.1,211
Brucella melitensis,29459,PHL03059.1,206
Brucella melitensis,29459,PHL01137.1,195
Brucella melitensis,29459,PHL00599.1,201
Vibrio sp. PID17_43,1583451,WP_099078513.1,227
Rhizobium sp. ACO-34A,1571470,WP_099059836.1,172
Rhizobium sp. ACO-34A,1571470,WP_099058688.1,191
Rhizobium sp. ACO-34A,1571470,WP_099057730.1,203
Rhizobium sp. ACO-34A,1571470,WP_099057688.1,190
Rhizobium sp. ACO-34A,1571470,WP_099057428.1,190
Rhizobium sp. ACO-34A,1571470,WP_099056018.1,205
Pannonibacter phragmitetus,121719,WP_099052157.1,186
Ruegeria profundi,1685378,WP_099045634.1,175
Lacimicrobium alkaliphilum,1526571,WP_099036103.1,205
Aeromonas sp. CA23,2033032,WP_098983679.1,253
Aeromonas sp. CA23,2033032,WP_098982121.1,224
Aeromonas sp. CU5,2033033,WP_098972557.1,197
Aeromonas sp. CU5,2033033,WP_098970654.1,224
Vibrio sp. PID17_43,1583451,PHJ42947.1,227
Pseudomonas aeruginosa,287,PHJ33871.1,237
Rhizobium sp. ACO-34A,1571470,ATN35328.1,191
Rhizobium sp. ACO-34A,1571470,ATN34253.1,203
Rhizobium sp. ACO-34A,1571470,ATN34205.1,190
Rhizobium sp. ACO-34A,1571470,ATN33910.1,190
Rhizobium sp. ACO-34A,1571470,ATN32631.1,205
Rhizobium sp. ACO-34A,1571470,ATN32336.1,190
Pseudomonas aeruginosa,287,PHJ03138.1,235
Vibrio sp. ES.051,1761909,WP_098414419.1,227
Pseudomonas aeruginosa,287,PHI23070.1,237
Novosphingobium sp. PC22D,1962403,WP_098104650.1,186
Rhizobium naphthalenivorans,1118451,SSC72742.1,201
Bordetella bronchiseptica,518,SUV61345.1,227
Chromobacterium violaceum,536,SUX29707.1,222
Ensifer sp. M14,2203782,WP_115418728.1,206
Aeromonas salmonicida,645,SUU72994.1,224
Aeromonas salmonicida,645,SUU71884.1,253
Bordetella parapertussis,519,SUV59747.1,227
Chromobacterium violaceum,536,SUX35139.1,222
Rhizobium selenitireducens ATCC BAA-1503,1336235,SSC65708.1,205
Rhizobium selenitireducens ATCC BAA-1503,1336235,SSC67304.1,200
Rhizobium selenitireducens ATCC BAA-1503,1336235,SSC67444.1,188
Bordetella parapertussis,519,SUV80723.1,227
Aeromonas hydrophila,644,SUU32432.1,224
Aeromonas hydrophila,644,SUU29498.1,253
Chromobacterium violaceum,536,SUX40426.1,222
Alcaligenes faecalis subsp. faecalis,32001,SSY85558.1,210
Afipia felis,1035,SUU85118.1,345
Afipia felis,1035,SUU84477.1,215
Afipia felis,1035,SUU77051.1,345
Afipia felis,1035,SUU76410.1,215
Grimontia hollisae,673,STO98393.1,222
Legionella hackeliae,449,STX47899.1,229
Brucella neotomae,29460,SUW41837.1,206
Brucella neotomae,29460,SUW40154.1,114
Brucella neotomae,29460,SUW40152.1,71
Brucella neotomae,29460,SUW60933.1,184
Brucella suis,29461,SUW50273.1,206
Brucella suis,29461,SUW49490.1,201
Brucella suis,29461,SUW70049.1,184
Brucella abortus,235,SUW23364.1,206
Brucella abortus,235,SUW22578.1,201
Brucella abortus,235,SUW32682.1,135
Brucella melitensis,29459,SUW36567.1,206
Brucella melitensis,29459,SUW35356.1,201
Brucella melitensis,29459,SUW51367.1,184
Brucella abortus,235,SUW29604.1,206
Brucella abortus,235,SUW28813.1,201
Brucella abortus,235,SUW40170.1,135
Brucella abortus,235,SUW25409.1,206
Brucella abortus,235,SUW24623.1,201
Brucella abortus,235,SUW36675.1,135
Brucella abortus,235,SUW32670.1,206
Brucella abortus,235,SUW31064.1,201
Brucella abortus,235,SUW42988.1,135
Brucella abortus,235,SUW27449.1,206
Brucella abortus,235,SUW26661.1,201
Brucella abortus,235,SUW38644.1,135
Brucella ovis,236,SUW43964.1,201
Brucella ovis,236,SUW43161.1,206
Brucella ovis,236,SUW68639.1,195
Bradyrhizobium sp. Ai1a-2,196490,WP_027581534.1,205
Bradyrhizobium sp. Ai1a-2,196490,WP_027580082.1,244
Bradyrhizobium sp. WSM1743,318996,WP_027576720.1,208
Bradyrhizobium sp. WSM1743,318996,WP_027576689.1,204
Bradyrhizobium sp. WSM1743,318996,WP_027575009.1,243
Bradyrhizobium sp. WSM1743,318996,WP_027572828.1,208
Bradyrhizobium sp. URHA0013,1380352,WP_027570086.1,243
Bradyrhizobium sp. URHA0013,1380352,WP_027567797.1,208
Bradyrhizobium,374,WP_027562172.1,203
Bradyrhizobium,374,WP_027562027.1,243
Bradyrhizobium,374,WP_027560076.1,207
Bradyrhizobium sp. Cp5.3,443598,WP_027555486.1,338
Bradyrhizobium sp. Cp5.3,443598,WP_027554553.1,208
Bradyrhizobium sp. Cp5.3,443598,WP_027549625.1,249
Bradyrhizobium sp. WSM2254,1188263,WP_027549136.1,341
Bradyrhizobium sp. WSM2254,1188263,WP_027544402.1,207
Bradyrhizobium sp. WSM2254,1188263,WP_027543430.1,243
Bradyrhizobium sp. URHA0002,1298867,WP_027539233.1,209
Bradyrhizobium sp. WSM3983,1038867,WP_027532969.1,207
Bradyrhizobium sp. WSM3983,1038867,WP_027530746.1,250
Bradyrhizobium sp. Ec3.3,189753,WP_027527897.1,208
Bradyrhizobium sp. Ec3.3,189753,WP_027524876.1,207
Bradyrhizobium sp. Ec3.3,189753,WP_027521384.1,250
Bradyrhizobium sp. Ec3.3,189753,WP_027520827.1,208
Bradyrhizobium,374,WP_027518711.1,208
Bradyrhizobium sp. WSM1417,754500,WP_027515323.1,243
Rhizobium sullae,50338,WP_027513175.1,199
Rhizobium sullae,50338,WP_027510572.1,199
Rhizobium sullae,50338,WP_027507612.1,324
Vibrio cholerae O1 biovar El Tor,686,KEA47554.1,220
Campylobacter mucosalis,202,KEA46163.1,212
Campylobacter mucosalis,202,KEA46158.1,219
Pseudomonas aeruginosa,287,KEA39788.1,185
Pseudomonas aeruginosa C2773C,1441459,KEA26145.1,237
Pseudomonas aeruginosa C2159M,1441462,KEA14468.1,290
Pseudomonas aeruginosa C1913C,1441460,KEA13341.1,237
Agrobacterium rhizogenes,359,KEA07025.1,224
Agrobacterium rhizogenes,359,KEA06739.1,201
Agrobacterium rhizogenes,359,KEA04914.1,199
Brucella melitensis,29459,KEA01967.1,184
Brucella melitensis,29459,KEA01353.1,206
Brucella melitensis,29459,KEA00894.1,206
Brucella melitensis,29459,KDZ98299.1,184
Brucella melitensis,29459,KDZ97714.1,201
Brucella melitensis,29459,KDZ97349.1,201
Microvirga flocculans,217168,WP_027314707.1,221
Rhodopseudomonas palustris,1076,WP_027277571.1,206
Rhodopseudomonas palustris,1076,WP_027276699.1,329
Legionella pneumophila,446,WP_027266456.1,244
Legionella pneumophila,446,WP_027264593.1,244
Sphingopyxis sp. EG6,1874061,WP_120216697.1,388
Pseudomonas sp. LS-2,2315859,WP_120124579.1,218
Pseudomonas sp. LS-2,2315859,WP_120124400.1,259
Altererythrobacter sp. Ery12,2306996,WP_120108840.1,366
Erythrobacter odishensis,1155476,WP_120077025.1,311
Buttiauxella izardii,82991,WP_120063281.1,212
Vibrio sp. BEI233,2302434,WP_120032616.1,221
Mesorhizobium waimense,1300307,WP_120016799.1,205
Mesorhizobium waimense,1300307,WP_120016520.1,327
Mesorhizobium waimense,1300307,WP_120015371.1,205
Mesorhizobium waimense,1300307,WP_120015166.1,201
Mesorhizobium waimense,1300307,WP_120014976.1,195
Mesorhizobium waimense,1300307,WP_120013721.1,184
Rhodobacteraceae bacterium,1904441,WP_119998967.1,225
Shewanella algidipiscicola,614070,WP_119978864.1,235
Shewanella pacifica,244407,WP_119969359.1,199
Pseudomonas sp. K1S02-6,2320866,WP_119954972.1,225
Pseudomonas sp. K1S02-6,2320866,WP_119954758.1,234
Pseudomonas sp. K1S02-6,2320866,WP_119954418.1,233
Neorhizobium sp. NCHU2750,1825976,WP_119942596.1,205
Neorhizobium sp. NCHU2750,1825976,WP_119940252.1,203
Neorhizobium sp. NCHU2750,1825976,WP_119939604.1,201
Vibrio parahaemolyticus,670,AYF22965.1,227
Vibrio parahaemolyticus,670,AYF18355.1,227
Aeromonas veronii,654,RKJ92226.1,197
Aeromonas veronii,654,RKJ87315.1,224
Motilimonas sp. PLHSC7-2,2303987,WP_119911856.1,226
Motilimonas sp. PLHSC7-2,2303987,WP_119911553.1,233
Pseudomonas sp. K2W31S-8,2320867,WP_119895774.1,228
Pseudomonas sp. K2W31S-8,2320867,WP_119894597.1,234
Pseudomonas sp. K2W31S-8,2320867,WP_119892859.1,233
Pectobacterium carotovorum,554,WP_119881742.1,229
Pectobacterium carotovorum,554,WP_119870754.1,229
Pseudomonas aeruginosa,287,RKG27044.1,237
