"","organism","TaxID","subgroup","level","RefSeq.FTP"
"27688","Methylomonas sp. 11b",1168169,"Gammaproteobacteria","SAMN02597267","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/515/215/GCA_000515215.1_ASM51521v1"
"4201","Psychromonas ossibalaenae ATCC BAA-1528",1278307,"Gammaproteobacteria","SAMN02441329","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/381/745/GCA_000381745.1_ASM38174v1"
"3482","Caldimonas manganoxidans ATCC BAA-369",1265502,"Betaproteobacteria","SAMN02440480","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/381/125/GCA_000381125.1_ASM38112v1"
"41755","Thioalkalivibrio sp. ALJ16",1158762,"Gammaproteobacteria","SAMN02441680","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/377/345/GCA_000377345.1_ASM37734v1"
"2155","Methylocystis parvus OBBP",1134912,"Alphaproteobacteria","SAMN02469457","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/283/235/GCA_000283235.1_MetPar_1.0"
"2327","Halomonas stevensii S18214",1177117,"Gammaproteobacteria","SAMN02472261","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/275/725/GCA_000275725.1_162.HSS18214.1"
"5416","Salinivibrio socompensis S35",1308978,"Gammaproteobacteria","SAMN02597455","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/513/715/GCA_000513715.1_saliniS351.0"
"27644","Psychromonas sp. SP041",1365007,"Gammaproteobacteria","SAMEA2272264","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/470/315/GCA_000470315.1_PSYCHROMONAS1"
"36761","Alteromonas sp. ALT199",1298865,"Gammaproteobacteria","SAMN02849407","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/597/705/GCA_000597705.1_ASM59770v1"
"35031","Methylophilus sp. OH31",1387312,"Betaproteobacteria","SAMD00036779","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/576/615/GCA_000576615.1_ASM57661v1"
"1359","Afipia clevelandensis ATCC 49720",883079,"Alphaproteobacteria","SAMN02463899","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/336/555/GCA_000336555.1_Afip_clev_ATCC49720_G12581_V1"
"14218","Tolumonas lignilytica",1283284,"Gammaproteobacteria","SAMN02597189","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/527/035/GCA_000527035.1_ASM52703v1"
"5070","Hydrogenovibrio kuenenii DSM 12350",1168067,"Gammaproteobacteria","SAMN02584989","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/526/715/GCA_000526715.1_ASM52671v1"
"5051","Arcobacter cibarius LMG 21996",1442598,"delta/epsilon subdivisions","SAMN02641481","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/522/465/GCA_000522465.1_Arcobacter_cibarius_LMG21996"
"2720","Xanthobacter sp. 126",1131814,"Alphaproteobacteria","SAMN02584915","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/526/175/GCA_000526175.1_ASM52617v1"
"2275.1","Pseudomonas mandelii JR-1",1147786,"Gammaproteobacteria","SAMN02469697","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/257/545/GCA_000257545.3_ASM25754v3"
"30221","Kosakonia radicincitans UMEnt01/12",1455607,"Gammaproteobacteria","SAMN02641225","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/691/205/GCA_000691205.1_UMEnt01_12.1"
"33426","Pseudomonas mandelii PD30",1419583,"Gammaproteobacteria","SAMN02770242","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/690/555/GCA_000690555.2_Pmandelii1.0"
"3803.1","Sphaerotilus natans subsp. natans DSM 6575",1286631,"Betaproteobacteria","SAMN02767310","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/689/195/GCA_000689195.1_CLC_Genomics_workbench_5.0"
"2360.1","Pseudomonas knackmussii B13",1301098,"Gammaproteobacteria","SAMEA3139009","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/689/415/GCA_000689415.1_PKB13"
"34133","Bradyrhizobium japonicum SEMIA 5079",476282,"Alphaproteobacteria","SAMN02726028","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/661/935/GCA_000661935.1_ASM66193v1"
"37294","Aeromonas hydrophila pc104A",1418107,"Gammaproteobacteria","SAMN02728499","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/635/955/GCA_000635955.1_ASM63595v1"
"2964.1","Aeromonas media WS",1208104,"Gammaproteobacteria","SAMN02472129","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/287/215/GCA_000287215.3_ASM28721v3"
"34520","Aeromonas hydrophila AL09-71",1418110,"Gammaproteobacteria","SAMN02726090","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/633/175/GCA_000633175.1_ASM63317v1"
"27913","Pseudomonas extremaustralis 14-3 substr. 14-3b",1117958,"Gammaproteobacteria","SAMN02469910","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/242/115/GCA_000242115.2_Pext14-3B_1.0"
"27170","Pseudomonas protegens Cab57",1420599,"Gammaproteobacteria","SAMD00061024","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/828/695/GCA_000828695.1_ASM82869v1"
"27292","Comamonas aquatica DA1877",1457173,"Betaproteobacteria","SAMN02598837","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/590/985/GCA_000590985.1_ComamonasDA1877"
"32825","Candidatus Accumulibacter sp. SK-12",1454001,"Betaproteobacteria","SAMN02445085","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/585/015/GCA_000585015.1_capsk12"
"5226.1","Castellaniella defragrans 65Phen",1437824,"Betaproteobacteria","SAMEA3138971","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/612/685/GCA_000612685.1_scf7180000000004"
"27363","Thalassolituus oleivorans R6-15",1208320,"Gammaproteobacteria","SAMN03081496","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/582/555/GCA_000582555.1_ASM58255v1"
"32854","Methylibium sp. T29-B",1437443,"Betaproteobacteria","SAMN02462923","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/576/225/GCA_000576225.1_T29-B"
"30902","Methylibium sp. T29",1430884,"Betaproteobacteria","SAMN02422539","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/576/205/GCA_000576205.1_Methylibium_sp._T29-A_2.0"
"34298","Vibrio parahaemolyticus UCM-V493",1429044,"Gammaproteobacteria","SAMN03081521","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/568/495/GCA_000568495.1_ASM56849v1"
"27750","Catenovulum agarivorans DS-2",1328313,"Gammaproteobacteria","SAMN02952949","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/568/405/GCA_000568405.1_DS-2"
"4492.1","Pseudoalteromonas lipolytica SCSIO 04301",1452721,"Gammaproteobacteria","SAMN02639474","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/576/675/GCA_000576675.1_SOAPdenovo2.04"
"5049.1","Marinomonas ushuaiensis DSM 15871",1122207,"Gammaproteobacteria","SAMN02597439","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/521/805/GCA_000521805.1_SOAPdenovo_v1.05"
"1683","Thiomicrospira aerophila AL3",717772,"Gammaproteobacteria","SAMN02256538","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/227/665/GCA_000227665.3_ASM22766v3"
"2126","Thioalkalivibrio paradoxus ARh 1",713585,"Gammaproteobacteria","SAMN02256529","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/227/685/GCA_000227685.3_ASM22768v3"
"29503","Aeromonas hydrophila 4AK4",1354302,"Gammaproteobacteria","SAMN02641590","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/512/185/GCA_000512185.1_ASM51218v1"
"4015.1","Pseudoalteromonas agarivorans DSM 14585",1312369,"Gammaproteobacteria","SAMN03380222","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/310/855/GCA_002310855.1_ASM231085v1"
"6106","Marinomonas profundimaris",1208321,"Gammaproteobacteria","SAMN02471158","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/508/165/GCA_000508165.1_SOAPdenovo_for_version_v2.01_of_the_Marinomonas_sp._D104_genome"
"30116","Pseudomonas monteilii SB3101",1435058,"Gammaproteobacteria","SAMN02641477","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/510/325/GCA_000510325.1_ASM51032v1"
"27911","Pseudomonas monteilii SB3078",1435044,"Gammaproteobacteria","SAMN02641476","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/510/285/GCA_000510285.1_ASM51028v1"
"26624","Pseudomonas moraviensis R28-S",1395516,"Gammaproteobacteria","SAMN02471806","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/512/275/GCA_000512275.1_ASM51227v1"
"4466.1","Hyphomicrobium nitrativorans NL23",1029756,"Alphaproteobacteria","SAMN02641510","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/503/895/GCA_000503895.1_ASM50389v1"
"26947","Pseudomonas taiwanensis SJ9",1388762,"Gammaproteobacteria","SAMN02470221","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/500/605/GCA_000500605.1_PseudoSJ9"
"4454","Smithella sp. ME-1",1380771,"delta/epsilon subdivisions","SAMN02303524","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/495/415/GCA_000495415.1_Smith1.0"
"33398","Pseudomonas sp. VLB120",69328,"Gammaproteobacteria","SAMN02603030","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/494/915/GCA_000494915.1_ASM49491v1"
"4457","Shewanella decolorationis S12",1353536,"Gammaproteobacteria","SAMN02469853","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/485/795/GCA_000485795.1_SheDec2.0"
"41785","Marinobacter sp. EN3",1397533,"Gammaproteobacteria","SAMN02345638","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/475/315/GCA_000475315.1_De_Novo_assembly"
"42837","Marinobacter sp. C1S70",1396859,"Gammaproteobacteria","SAMN02345632","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/475/355/GCA_000475355.1_De_Novo_assembly"
"40724","Marinobacter sp. ES-1",1396858,"Gammaproteobacteria","SAMN02345631","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/475/255/GCA_000475255.1_De_Novo_assembly"
"4197","Psychromonas hadalis ATCC BAA-638",1278302,"Gammaproteobacteria","SAMN02440919","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/420/245/GCA_000420245.1_ASM42024v1"
"3436","Alcaligenes sp. EGD-AK7",1386079,"Betaproteobacteria","SAMN02470622","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/465/875/GCA_000465875.3_ASM46587v3"
"29957","Vibrio nigripulchritudo Wn13",1238451,"Gammaproteobacteria","SAMEA3139038","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/723/605/GCA_000723605.1_ASP_PRJEB564_v1"
"33577","Vibrio nigripulchritudo SOn1",1238450,"Gammaproteobacteria","SAMEA3139046","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/723/765/GCA_000723765.1_ASP_PRJEB563_v1"
"34827","Vibrio nigripulchritudo SO65",1238449,"Gammaproteobacteria","SAMEA3139048","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/723/805/GCA_000723805.1_ASP_PRJEB562_v1"
"28169","Vibrio nigripulchritudo MADA3029",1238444,"Gammaproteobacteria","SAMEA3139032","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/723/485/GCA_000723485.1_ASP_PRJEB557_v1"
"42705","Vibrio nigripulchritudo FTn2",1238441,"Gammaproteobacteria","SAMEA3146319","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/050/655/GCA_001050655.1_ASM105065v1"
"41926","Vibrio nigripulchritudo ENn2",1238432,"Gammaproteobacteria","SAMEA3146274","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/050/635/GCA_001050635.1_ASM105063v1"
"40570","Vibrio nigripulchritudo BLFn1",1238431,"Gammaproteobacteria","SAMEA3146331","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/050/615/GCA_001050615.1_ASM105061v1"
"39684","Vibrio nigripulchritudo AM115",1238430,"Gammaproteobacteria","SAMEA3146250","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/050/595/GCA_001050595.1_ASM105059v1"
"3124","Vibrio proteolyticus NBRC 13287",1219065,"Gammaproteobacteria","SAMD00041816","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/467/125/GCA_000467125.1_ASM46712v1"
"13026","Sulfurimonas hongkongensis",1172190,"delta/epsilon subdivisions","SAMN02471177","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/475/GCA_000445475.1_Version_1_of_the_Sulfurimonas_hongkongensis_AST-10_genome"
"1095.1","Vibrio alginolyticus NBRC 15630 = ATCC 17749",1219076,"Gammaproteobacteria","SAMN02603463","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/354/175/GCA_000354175.2_ASM35417v2"
"27277","Vibrio azureus NBRC 104587",1219077,"Gammaproteobacteria","SAMD00041797","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/467/165/GCA_000467165.1_ASM46716v1"
"3124.1","Vibrio proteolyticus NBRC 13287",1219065,"Gammaproteobacteria","SAMD00041816","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/467/125/GCA_000467125.1_ASM46712v1"
"30553","Pseudomonas alcaligenes NBRC 14159",1215092,"Gammaproteobacteria","SAMD00041817","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/467/105/GCA_000467105.1_ASM46710v1"
"40375","Campylobacter concisus UNSW2",1242965,"delta/epsilon subdivisions","SAMN02471192","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/466/725/GCA_000466725.1_UNSW2"
"39893","Campylobacter concisus ATCC 51561",1243032,"delta/epsilon subdivisions","SAMN02471186","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/466/705/GCA_000466705.1_ATCC51561"
"37812","Campylobacter concisus UNSWCS",1242968,"delta/epsilon subdivisions","SAMN02471190","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/466/685/GCA_000466685.1_UNSWCS"
"42110","Campylobacter concisus ATCC 51562",1242969,"delta/epsilon subdivisions","SAMN02471191","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/466/745/GCA_000466745.1_ATCC51562"
"37288","Campylobacter concisus UNSW1",1242967,"delta/epsilon subdivisions","SAMN02471188","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/466/665/GCA_000466665.1_UNSW1"
"34528","Campylobacter concisus UNSW3",1242966,"delta/epsilon subdivisions","SAMN02471187","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/466/645/GCA_000466645.1_UNSW3"
"8215.1","Alteromonas mediterranea DE",1774373,"Gammaproteobacteria","SAMN02603915","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/020/585/GCA_000020585.3_ASM2058v3"
"2962","Sulfuricella denitrificans skB26",1163617,"Betaproteobacteria","SAMD00061061","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/297/055/GCA_000297055.2_ASM29705v2"
"2083.1","Pseudoalteromonas undina DSM 6065",1117320,"Gammaproteobacteria","SAMN02470920","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/238/275/GCA_000238275.3_Pund_2.0"
"27915","Pseudoalteromonas marina DSM 17587",1117316,"Gammaproteobacteria","SAMN02470928","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/238/335/GCA_000238335.3_Pman_2.0"
"1711.1","Vibrio campbellii ATCC BAA-1116",338187,"Gammaproteobacteria","SAMN02603960","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/705/GCA_000017705.1_ASM1770v1"
"28322","Vibrio anguillarum M3",882944,"Gammaproteobacteria","SAMN02604340","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/462/975/GCA_000462975.1_ASM46297v1"
"28661","Pseudogulbenkiania ferrooxidans EGD-HP2",1388764,"Betaproteobacteria","SAMN02469687","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/462/205/GCA_000462205.1_GS_De_Novo_Assembly"
"42004","Vibrio coralliilyticus OCN008",1384040,"Gammaproteobacteria","SAMN02304133","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/461/895/GCA_000461895.1_OCN008"
"982.1","Oxalobacter formigenes HOxBLS",556268,"Betaproteobacteria","SAMN02463716","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/158/475/GCA_000158475.2_Oxal_for_HOxBLS_2_V2"
"27335","Pseudomonas alcaligenes OT 69",1333854,"Gammaproteobacteria","SAMN02471815","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/455/385/GCA_000455385.1_ASM45538v1"
"29935","Photobacterium leiognathi lrivu.4.1",1248232,"Gammaproteobacteria","SAMD00036651","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/509/205/GCA_000509205.1_ASM50920v1"
"4137","Cycloclasticus zancles 78-ME",1198232,"Gammaproteobacteria","SAMN02603046","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/442/595/GCA_000442595.1_ASM44259v1"
"4137.1","Cycloclasticus zancles 78-ME",1198232,"Gammaproteobacteria","SAMN02603046","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/442/595/GCA_000442595.1_ASM44259v1"
"562","Shewanella piezotolerans WP3",225849,"Gammaproteobacteria","SAMN02603456","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/885/GCA_000014885.1_ASM1488v1"
"28706","Arcobacter butzleri 7h1h",1036172,"delta/epsilon subdivisions","SAMN02604193","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/215/345/GCA_000215345.3_ASM21534v3"
"34179","Vibrio parahaemolyticus O1:K33 str. CDC_K4557",1338032,"Gammaproteobacteria","SAMN02179884","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/430/425/GCA_000430425.1_ASM43042v1"
"29236","Vibrio parahaemolyticus O1:Kuk str. FDA_R31",1338034,"Gammaproteobacteria","SAMN02179882","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/430/405/GCA_000430405.1_ASM43040v1"
"3425","Marinobacterium rhizophilum DSM 18822",1122202,"Gammaproteobacteria","SAMN02440466","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/378/045/GCA_000378045.1_ASM37804v1"
"30272","Methylomonas sp. MK1",1131552,"Gammaproteobacteria","SAMN02441753","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/365/425/GCA_000365425.1_ASM36542v1"
"38613","Alteromonas mediterranea UM4b",1300259,"Gammaproteobacteria","SAMN02604127","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/439/595/GCA_000439595.1_ASM43959v1"
"36373","Alteromonas mediterranea UM7",1300258,"Gammaproteobacteria","SAMN02604126","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/439/575/GCA_000439575.1_ASM43957v1"
"35624","Alteromonas mediterranea U8",1300257,"Gammaproteobacteria","SAMN02604125","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/439/555/GCA_000439555.1_ASM43955v1"
"32587","Alteromonas mediterranea U7",1300256,"Gammaproteobacteria","SAMN02604128","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/439/535/GCA_000439535.1_ASM43953v1"
"31354","Alteromonas mediterranea MED64",1300254,"Gammaproteobacteria","SAMN02604122","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/439/495/GCA_000439495.1_ASM43949v1"
"3465","Hahella ganghwensis DSM 17046",1121935,"Gammaproteobacteria","SAMN02440417","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/376/785/GCA_000376785.1_ASM37678v1"
"34687","Vibrio fluvialis I21563",1336753,"Gammaproteobacteria","SAMN02469992","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/418/995/GCA_000418995.1_ASM41899v1"
"33744","Vibrio fluvialis PG41",1336752,"Gammaproteobacteria","SAMN02469998","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/417/625/GCA_000417625.1_Vibrio_fluvalis_PG41"
"3387","Gilvimarinus chinensis DSM 19667",1121921,"Gammaproteobacteria","SAMN02441352","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/377/745/GCA_000377745.1_ASM37774v1"
"2876","Methylopila sp. M107",1101190,"Alphaproteobacteria","SAMN02256399","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/384/475/GCA_000384475.1_ASM38447v1"
"2889","Methyloferula stellata AR4",876269,"Alphaproteobacteria","SAMN02256400","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/385/335/GCA_000385335.1_ASM38533v1"
"1073.1","Methylotenera mobilis JLW8",583345,"Betaproteobacteria","SAMN00017443","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/705/GCA_000023705.1_ASM2370v1"
"7162","Methyloversatilis discipulorum",1119528,"Betaproteobacteria","SAMN02597194","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/527/135/GCA_000527135.1_ASM52713v1"
"1750","Cycloclasticus pugetii PS-1",655438,"Gammaproteobacteria","SAMN02261262","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/384/415/GCA_000384415.1_ASM38441v1"
"3769","Kushneria aurantia DSM 21353",1122139,"Gammaproteobacteria","SAMN02440978","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/382/245/GCA_000382245.1_ASM38224v1"
"3592","Oceanimonas smirnovii ATCC BAA-899",1279015,"Gammaproteobacteria","SAMN02440493","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/381/965/GCA_000381965.1_ASM38196v1"
"3765","Rheinheimera perlucida DSM 18276",1123054,"Gammaproteobacteria","SAMN02441649","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/382/165/GCA_000382165.1_ASM38216v1"
"2888","Moritella marina ATCC 15381",1202962,"Gammaproteobacteria","SAMN02441661","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/381/865/GCA_000381865.1_ASM38186v1"
"4203","Amphritea japonica ATCC BAA-1530",1278309,"Gammaproteobacteria","SAMN02440491","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/381/785/GCA_000381785.1_ASM38178v1"
"3483","Curvibacter lanceolatus ATCC 14669",1265504,"Betaproteobacteria","SAMN02440482","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/381/265/GCA_000381265.1_ASM38126v1"
"3489","Thiomicrorhabdus arctica DSM 13458",1123514,"Gammaproteobacteria","SAMN02440985","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/381/085/GCA_000381085.1_ASM38108v1"
"3496","Azoarcus toluclasticus ATCC 700605",1261621,"Betaproteobacteria","SAMN02441344","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/378/245/GCA_000378245.1_ASM37824v1"
"3435","Methylophilus methylotrophus DSM 46235 = ATCC 53528",1122236,"Betaproteobacteria","SAMN02440991","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/378/225/GCA_000378225.1_ASM37822v1"
"3377","Halomonas zhanjiangensis DSM 21076",574966,"Gammaproteobacteria","SAMN02441684","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/377/665/GCA_000377665.1_ASM37766v1"
"3310","Chitiniphilus shinanonensis DSM 23277",1121280,"Betaproteobacteria","SAMN02441687","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/374/805/GCA_000374805.1_ASM37480v1"
"2941","Uliginosibacterium gangwonense DSM 18521",1123487,"Betaproteobacteria","SAMN02441373","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/373/965/GCA_000373965.1_ASM37396v1"
"2930.1","Legionella shakespearei DSM 23087",1122169,"Gammaproteobacteria","SAMN02440432","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/373/765/GCA_000373765.1_ASM37376v1"
"2875","Methylocystis rosea SV97",1132444,"Alphaproteobacteria","SAMN02256431","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/372/845/GCA_000372845.1_ASM37284v1"
"2873","Ancylobacter sp. FA202",1111106,"Alphaproteobacteria","SAMN02256408","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/380/205/GCA_000380205.1_ASM38020v1"
"2141","Thioalkalivibrio thiocyanodenitrificans ARhD 1",713586,"Gammaproteobacteria","SAMN02261294","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/378/965/GCA_000378965.1_ASM37896v1"
"568","Campylobacter curvus 525.92",360105,"delta/epsilon subdivisions","SAMN02604055","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/465/GCA_000017465.2_ASM1746v2"
"4644","beta proteobacterium L13",1229489,"Betaproteobacteria","SAMN02471194","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/335/715/GCA_000335715.1_L13.1.0"
"41793","Methylobacterium sp. MB200",648885,"Alphaproteobacteria","SAMN02471138","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/333/655/GCA_000333655.1_Methylobacterium_sp._MB200_genome_sequence_1.0"
"2772.1","Vibrio genomosp. F6 str. FF-238",1191298,"Gammaproteobacteria","SAMN02470455","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/272/145/GCA_000272145.2_ASM27214v2"
"2722.2","Enterovibrio norvegicus DSM 15893",1121869,"Gammaproteobacteria","SAMN03084138","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/115/495/GCA_900115495.1_IMG-taxon_2599185265_annotated_assembly"
"4524","Osedax symbiont Rs1",1330036,"Gammaproteobacteria","SAMN02470760","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/416/275/GCA_000416275.1_ASM41627v1"
"4525","Osedax symbiont Rs2",1330035,"Gammaproteobacteria","SAMN02470759","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/416/315/GCA_000416315.1_ASM41631v1"
"2357","Halomonas smyrnensis AAD6",339656,"Gammaproteobacteria","SAMN02470292","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/265/245/GCA_000265245.2_HalSmy2.0"
"42330","Pseudomonas aeruginosa RP73",1340851,"Gammaproteobacteria","SAMN02603771","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/414/035/GCA_000414035.1_ASM41403v1"
"3385.1","Pseudomonas resinovorans NBRC 106553",1245471,"Gammaproteobacteria","SAMD00061053","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/412/695/GCA_000412695.1_ASM41269v1"
