"","organism","TaxID","subgroup","level","RefSeq.FTP","tbl","prt"
"26080","Cobetia sp. QF-1",1969833,"Gammaproteobacteria","SAMN06607610","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/213/105/GCA_002213105.1_ASM221310v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/213/105/GCA_002213105.1_ASM221310v1/GCA_002213105.1_ASM221310v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/213/105/GCA_002213105.1_ASM221310v1/GCA_002213105.1_ASM221310v1_protein.faa.gz"
"24485","Pseudomonas fluorescens F113",1114970,"Gammaproteobacteria","SAMN02604099","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/237/065/GCA_000237065.1_ASM23706v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/237/065/GCA_000237065.1_ASM23706v1/GCA_000237065.1_ASM23706v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/237/065/GCA_000237065.1_ASM23706v1/GCA_000237065.1_ASM23706v1_protein.faa.gz"
"2012","Marinobacter manganoxydans MnI7-9",1094979,"Gammaproteobacteria","SAMN02471017","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/235/625/GCA_000235625.2_ASM23562v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/235/625/GCA_000235625.2_ASM23562v1/GCA_000235625.2_ASM23562v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/235/625/GCA_000235625.2_ASM23562v1/GCA_000235625.2_ASM23562v1_protein.faa.gz"
"37528","Vibrio cholerae O1 str. 2010EL-1786",914149,"Gammaproteobacteria","SAMN00765529","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/166/455/GCA_000166455.2_ASM16645v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/166/455/GCA_000166455.2_ASM16645v2/GCA_000166455.2_ASM16645v2_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/166/455/GCA_000166455.2_ASM16645v2/GCA_000166455.2_ASM16645v2_protein.faa.gz"
"40139","Pseudomonas aeruginosa NCGM2.S1",1089456,"Gammaproteobacteria","SAMD00061003","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/284/555/GCA_000284555.1_ASM28455v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/284/555/GCA_000284555.1_ASM28455v1/GCA_000284555.1_ASM28455v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/284/555/GCA_000284555.1_ASM28455v1/GCA_000284555.1_ASM28455v1_protein.faa.gz"
"34240","Pseudomonas aeruginosa M18",941193,"Gammaproteobacteria","SAMN02603849","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/226/155/GCA_000226155.1_ASM22615v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/226/155/GCA_000226155.1_ASM22615v1/GCA_000226155.1_ASM22615v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/226/155/GCA_000226155.1_ASM22615v1/GCA_000226155.1_ASM22615v1_protein.faa.gz"
"37021","Vibrio nigripulchritudo ATCC 27043",1051649,"Gammaproteobacteria","SAMN02951906","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/222/685/GCA_000222685.2_ASM22268v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/222/685/GCA_000222685.2_ASM22268v1/GCA_000222685.2_ASM22268v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/222/685/GCA_000222685.2_ASM22268v1/GCA_000222685.2_ASM22268v1_protein.faa.gz"
"1336","Vibrio ichthyoenteri ATCC 700023",870968,"Gammaproteobacteria","SAMN02951902","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/222/605/GCA_000222605.2_ASM22260v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/222/605/GCA_000222605.2_ASM22260v1/GCA_000222605.2_ASM22260v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/222/605/GCA_000222605.2_ASM22260v1/GCA_000222605.2_ASM22260v1_protein.faa.gz"
"29315","Vibrio splendidus ATCC 33789",1051645,"Gammaproteobacteria","SAMN02951903","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/222/625/GCA_000222625.2_ASM22262v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/222/625/GCA_000222625.2_ASM22262v2/GCA_000222625.2_ASM22262v2_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/222/625/GCA_000222625.2_ASM22262v2/GCA_000222625.2_ASM22262v2_protein.faa.gz"
"29846","Vibrio scophthalmi LMG 19158",870967,"Gammaproteobacteria","SAMN02951901","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/222/585/GCA_000222585.2_ASM22258v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/222/585/GCA_000222585.2_ASM22258v1/GCA_000222585.2_ASM22258v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/222/585/GCA_000222585.2_ASM22258v1/GCA_000222585.2_ASM22258v1_protein.faa.gz"
"29747","Vibrio mimicus SX-4",756012,"Gammaproteobacteria","SAMN02470633","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/222/145/GCA_000222145.1_ASM22214v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/222/145/GCA_000222145.1_ASM22214v1/GCA_000222145.1_ASM22214v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/222/145/GCA_000222145.1_ASM22214v1/GCA_000222145.1_ASM22214v1_protein.faa.gz"
"1343","Vibrio anguillarum 775",882102,"Gammaproteobacteria","SAMN02603689","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/217/675/GCA_000217675.1_ASM21767v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/217/675/GCA_000217675.1_ASM21767v1/GCA_000217675.1_ASM21767v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/217/675/GCA_000217675.1_ASM21767v1/GCA_000217675.1_ASM21767v1_protein.faa.gz"
"1369","Marinomonas posidonica IVIA-Po-181",491952,"Gammaproteobacteria","SAMN00713622","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/214/215/GCA_000214215.1_ASM21421v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/214/215/GCA_000214215.1_ASM21421v1/GCA_000214215.1_ASM21421v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/214/215/GCA_000214215.1_ASM21421v1/GCA_000214215.1_ASM21421v1_protein.faa.gz"
"14948","Thaumasiovibrio occultus",1891184,"Gammaproteobacteria","SAMD00057775","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/157/795/GCA_002157795.1_ASM215779v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/157/795/GCA_002157795.1_ASM215779v1/GCA_002157795.1_ASM215779v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/157/795/GCA_002157795.1_ASM215779v1/GCA_002157795.1_ASM215779v1_protein.faa.gz"
"14586","Agarilytica rhodophyticola",1737490,"Gammaproteobacteria","SAMN06187574","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/157/225/GCA_002157225.2_ASM215722v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/157/225/GCA_002157225.2_ASM215722v2/GCA_002157225.2_ASM215722v2_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/157/225/GCA_002157225.2_ASM215722v2/GCA_002157225.2_ASM215722v2_protein.faa.gz"
"14576","Vibrio gigantis",296199,"Gammaproteobacteria","SAMN06344326","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/156/475/GCA_002156475.1_ASM215647v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/156/475/GCA_002156475.1_ASM215647v1/GCA_002156475.1_ASM215647v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/156/475/GCA_002156475.1_ASM215647v1/GCA_002156475.1_ASM215647v1_protein.faa.gz"
"25322","Methylocaldum sp. SAD2",1912212,"Gammaproteobacteria","SAMN05933458","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/127/725/GCA_002127725.1_ASM212772v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/127/725/GCA_002127725.1_ASM212772v1/GCA_002127725.1_ASM212772v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/127/725/GCA_002127725.1_ASM212772v1/GCA_002127725.1_ASM212772v1_protein.faa.gz"
"2780","Halomonas desiderata SP1",1191209,"Gammaproteobacteria","SAMN06282657","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/151/265/GCA_002151265.1_ASM215126v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/151/265/GCA_002151265.1_ASM215126v1/GCA_002151265.1_ASM215126v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/151/265/GCA_002151265.1_ASM215126v1/GCA_002151265.1_ASM215126v1_protein.faa.gz"
"22777","Marinobacter shengliensis",1389223,"Gammaproteobacteria","SAMN08661774","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/007/715/GCA_003007715.1_ASM300771v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/007/715/GCA_003007715.1_ASM300771v1/GCA_003007715.1_ASM300771v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/007/715/GCA_003007715.1_ASM300771v1/GCA_003007715.1_ASM300771v1_protein.faa.gz"
"22776","Marinobacter halophilus",1323740,"Gammaproteobacteria","SAMN08661775","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/007/685/GCA_003007685.1_ASM300768v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/007/685/GCA_003007685.1_ASM300768v1/GCA_003007685.1_ASM300768v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/007/685/GCA_003007685.1_ASM300768v1/GCA_003007685.1_ASM300768v1_protein.faa.gz"
"22829","Zobellella taiwanensis",347535,"Gammaproteobacteria","SAMN08707949","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/012/795/GCA_003012795.1_ASM301279v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/012/795/GCA_003012795.1_ASM301279v1/GCA_003012795.1_ASM301279v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/012/795/GCA_003012795.1_ASM301279v1/GCA_003012795.1_ASM301279v1_protein.faa.gz"
"35987","Arcobacter sp. LMG 29976",2027466,"delta/epsilon subdivisions","SAMN07515816","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/992/985/GCA_002992985.1_ASM299298v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/992/985/GCA_002992985.1_ASM299298v1/GCA_002992985.1_ASM299298v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/992/985/GCA_002992985.1_ASM299298v1/GCA_002992985.1_ASM299298v1_protein.faa.gz"
"22714","Vibrio gangliei",2077090,"Gammaproteobacteria","SAMN08378960","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/934/045/GCA_002934045.1_ASM293404v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/934/045/GCA_002934045.1_ASM293404v1/GCA_002934045.1_ASM293404v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/934/045/GCA_002934045.1_ASM293404v1/GCA_002934045.1_ASM293404v1_protein.faa.gz"
"22722","Malikia granosa",263067,"Betaproteobacteria","SAMN08625100","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/980/595/GCA_002980595.1_ASM298059v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/980/595/GCA_002980595.1_ASM298059v1/GCA_002980595.1_ASM298059v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/980/595/GCA_002980595.1_ASM298059v1/GCA_002980595.1_ASM298059v1_protein.faa.gz"
"22723","Malikia spinosa",86180,"Betaproteobacteria","SAMN08625101","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/980/625/GCA_002980625.1_ASM298062v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/980/625/GCA_002980625.1_ASM298062v1/GCA_002980625.1_ASM298062v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/980/625/GCA_002980625.1_ASM298062v1/GCA_002980625.1_ASM298062v1_protein.faa.gz"
"12388","Pseudomonas cedrina",651740,"Gammaproteobacteria","SAMN04490182","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/104/915/GCA_900104915.1_IMG-taxon_2636416193_annotated_assembly","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/104/915/GCA_900104915.1_IMG-taxon_2636416193_annotated_assembly/GCA_900104915.1_IMG-taxon_2636416193_annotated_assembly_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/104/915/GCA_900104915.1_IMG-taxon_2636416193_annotated_assembly/GCA_900104915.1_IMG-taxon_2636416193_annotated_assembly_protein.faa.gz"
"24355","Rhodocyclales bacterium GT-UBC",2316108,"Betaproteobacteria","SAMN09984824","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/583/745/GCA_003583745.1_ASM358374v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/583/745/GCA_003583745.1_ASM358374v1/GCA_003583745.1_ASM358374v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/583/745/GCA_003583745.1_ASM358374v1/GCA_003583745.1_ASM358374v1_protein.faa.gz"
"8189","Legionella birminghamensis",28083,"Gammaproteobacteria","SAMN04274765","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/467/505/GCA_001467505.1_ASM146750v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/467/505/GCA_001467505.1_ASM146750v1/GCA_001467505.1_ASM146750v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/467/505/GCA_001467505.1_ASM146750v1/GCA_001467505.1_ASM146750v1_protein.faa.gz"
"1927","Arcobacter trophiarum LMG 25534",1032241,"delta/epsilon subdivisions","SAMN03737959","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/355/515/GCF_003355515.1_ASM335551v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/355/515/GCF_003355515.1_ASM335551v1/GCF_003355515.1_ASM335551v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/355/515/GCF_003355515.1_ASM335551v1/GCF_003355515.1_ASM335551v1_protein.faa.gz"
"30337","Rhodoferax sp. OTU1",2109322,"Betaproteobacteria","SAMN08568213","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/347/515/GCA_003347515.1_ASM334751v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/347/515/GCA_003347515.1_ASM334751v1/GCA_003347515.1_ASM334751v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/347/515/GCA_003347515.1_ASM334751v1/GCA_003347515.1_ASM334751v1_protein.faa.gz"
"23974","Pseudomonas kribbensis",1628086,"Gammaproteobacteria","SAMN09244908","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/352/185/GCA_003352185.1_ASM335218v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/352/185/GCA_003352185.1_ASM335218v1/GCA_003352185.1_ASM335218v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/352/185/GCA_003352185.1_ASM335218v1/GCA_003352185.1_ASM335218v1_protein.faa.gz"
"36564","Comamonas sp. AG1104",2183900,"Betaproteobacteria","SAMN09083420","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/350/425/GCA_003350425.1_ASM335042v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/350/425/GCA_003350425.1_ASM335042v1/GCA_003350425.1_ASM335042v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/350/425/GCA_003350425.1_ASM335042v1/GCA_003350425.1_ASM335042v1_protein.faa.gz"
"33210","Pusillimonas sp. EA3",2183983,"Betaproteobacteria","SAMN09081310","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/337/475/GCA_003337475.1_ASM333747v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/337/475/GCA_003337475.1_ASM333747v1/GCA_003337475.1_ASM333747v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/337/475/GCA_003337475.1_ASM333747v1/GCA_003337475.1_ASM333747v1_protein.faa.gz"
"30419","Chromobacterium sp. IIBBL 274-1",2202142,"Betaproteobacteria","SAMN09210930","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/325/495/GCA_003325495.1_ASM332549v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/325/495/GCA_003325495.1_ASM332549v1/GCA_003325495.1_ASM332549v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/325/495/GCA_003325495.1_ASM332549v1/GCA_003325495.1_ASM332549v1_protein.faa.gz"
"27527","Chromobacterium sp. IIBBL 112-1",2202141,"Betaproteobacteria","SAMN09210928","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/325/475/GCA_003325475.1_ASM332547v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/325/475/GCA_003325475.1_ASM332547v1/GCA_003325475.1_ASM332547v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/325/475/GCA_003325475.1_ASM332547v1/GCA_003325475.1_ASM332547v1_protein.faa.gz"
"33304","Psychromonas sp. MB-3u-54",2058319,"Gammaproteobacteria","SAMN08125766","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/836/415/GCA_002836415.1_ASM283641v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/836/415/GCA_002836415.1_ASM283641v1/GCA_002836415.1_ASM283641v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/836/415/GCA_002836415.1_ASM283641v1/GCA_002836415.1_ASM283641v1_protein.faa.gz"
"21743","Zetaproteobacteria bacterium CG_4_9_14_3_um_filter_54_145",1974120,"Zetaproteobacteria","SAMN06660137","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/791/575/GCA_002791575.1_ASM279157v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/791/575/GCA_002791575.1_ASM279157v1/GCA_002791575.1_ASM279157v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/791/575/GCA_002791575.1_ASM279157v1/GCA_002791575.1_ASM279157v1_protein.faa.gz"
"21312","Zetaproteobacteria bacterium CG_4_10_14_3_um_filter_54_28",1974114,"Zetaproteobacteria","SAMN06659900","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/782/825/GCA_002782825.1_ASM278282v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/782/825/GCA_002782825.1_ASM278282v1/GCA_002782825.1_ASM278282v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/782/825/GCA_002782825.1_ASM278282v1/GCA_002782825.1_ASM278282v1_protein.faa.gz"
"21266","Zetaproteobacteria bacterium CG12_big_fil_rev_8_21_14_0_65_54_13",1974126,"Zetaproteobacteria","SAMN06659567","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/781/905/GCA_002781905.1_ASM278190v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/781/905/GCA_002781905.1_ASM278190v1/GCA_002781905.1_ASM278190v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/781/905/GCA_002781905.1_ASM278190v1/GCA_002781905.1_ASM278190v1_protein.faa.gz"
"21208","Gallionellales bacterium CG03_land_8_20_14_0_80_55_15",1974017,"Betaproteobacteria","SAMN06659192","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/780/675/GCA_002780675.1_ASM278067v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/780/675/GCA_002780675.1_ASM278067v1/GCA_002780675.1_ASM278067v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/780/675/GCA_002780675.1_ASM278067v1/GCA_002780675.1_ASM278067v1_protein.faa.gz"
"20953","Zetaproteobacteria bacterium CG23_combo_of_CG06-09_8_20_14_all_54_7",1974129,"Zetaproteobacteria","SAMN06659705","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/771/755/GCA_002771755.1_ASM277175v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/771/755/GCA_002771755.1_ASM277175v1/GCA_002771755.1_ASM277175v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/771/755/GCA_002771755.1_ASM277175v1/GCA_002771755.1_ASM277175v1_protein.faa.gz"
"15050","Shewanella bicestrii",2018305,"Gammaproteobacteria","SAMN07326684","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/216/875/GCA_002216875.1_ASM221687v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/216/875/GCA_002216875.1_ASM221687v1/GCA_002216875.1_ASM221687v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/216/875/GCA_002216875.1_ASM221687v1/GCA_002216875.1_ASM221687v1_protein.faa.gz"
"35012","Shewanella sp. FDAARGOS_354",1930557,"Gammaproteobacteria","SAMN06173367","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/209/245/GCA_002209245.2_ASM220924v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/209/245/GCA_002209245.2_ASM220924v2/GCA_002209245.2_ASM220924v2_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/209/245/GCA_002209245.2_ASM220924v2/GCA_002209245.2_ASM220924v2_protein.faa.gz"
"23686","Desulfobacter hydrogenophilus",2291,"delta/epsilon subdivisions","SAMN09433089","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/261/095/GCA_003261095.1_ASM326109v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/261/095/GCA_003261095.1_ASM326109v1/GCA_003261095.1_ASM326109v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/261/095/GCA_003261095.1_ASM326109v1/GCA_003261095.1_ASM326109v1_protein.faa.gz"
"21993","Streptomyces cavourensis",67258,"Actinobacteria","SAMN08043808","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/804/165/GCA_002804165.1_ASM280416v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/804/165/GCA_002804165.1_ASM280416v1/GCA_002804165.1_ASM280416v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/804/165/GCA_002804165.1_ASM280416v1/GCA_002804165.1_ASM280416v1_protein.faa.gz"
"2974","Thalassolituus oleivorans MIL-1",1298593,"Gammaproteobacteria","SAMEA2272589","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/355/675/GCA_000355675.1_ASM35567v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/355/675/GCA_000355675.1_ASM35567v1/GCA_000355675.1_ASM35567v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/355/675/GCA_000355675.1_ASM35567v1/GCA_000355675.1_ASM35567v1_protein.faa.gz"
"3407","Thioalkalivibrio nitratireducens DSM 14787",1255043,"Gammaproteobacteria","SAMN02602962","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/321/415/GCA_000321415.2_ASM32141v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/321/415/GCA_000321415.2_ASM32141v2/GCA_000321415.2_ASM32141v2_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/321/415/GCA_000321415.2_ASM32141v2/GCA_000321415.2_ASM32141v2_protein.faa.gz"
"27144","Alcaligenes sp. HPC1271",1069631,"Betaproteobacteria","SAMN02470625","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/313/875/GCA_000313875.1_ASM31387v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/313/875/GCA_000313875.1_ASM31387v1/GCA_000313875.1_ASM31387v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/313/875/GCA_000313875.1_ASM31387v1/GCA_000313875.1_ASM31387v1_protein.faa.gz"
"220","Bordetella bronchiseptica 253",568707,"Betaproteobacteria","SAMEA2272388","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/318/015/GCA_000318015.1_ASM31801v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/318/015/GCA_000318015.1_ASM31801v1/GCA_000318015.1_ASM31801v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/318/015/GCA_000318015.1_ASM31801v1/GCA_000318015.1_ASM31801v1_protein.faa.gz"
"3412","Candidatus Sulfuricurvum sp. RIFRC-1",1249480,"delta/epsilon subdivisions","SAMN01162293","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/310/245/GCA_000310245.1_ASM31024v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/310/245/GCA_000310245.1_ASM31024v1/GCA_000310245.1_ASM31024v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/310/245/GCA_000310245.1_ASM31024v1/GCA_000310245.1_ASM31024v1_protein.faa.gz"
