"","organism","subgroup","level","RefSeq.FTP","tbl","prt"
"30435","Cellvibrio sp. BR",4.85068,"SAMN02471006","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/263/355/GCA_000263355.1_ASM26335v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/263/355/GCA_000263355.1_ASM26335v1/GCA_000263355.1_ASM26335v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/263/355/GCA_000263355.1_ASM26335v1/GCA_000263355.1_ASM26335v1_protein.faa.gz"
"27176","Paraglaciecola arctica",3.67559,"SAMN09240055","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/232/445/GCA_003232445.1_ASM323244v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/232/445/GCA_003232445.1_ASM323244v1/GCA_003232445.1_ASM323244v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/232/445/GCA_003232445.1_ASM323244v1/GCA_003232445.1_ASM323244v1_protein.faa.gz"
"40475","Pseudoalteromonas sp. BSi20429",4.49578,"SAMD00036591","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/238/895/GCA_000238895.2_PspBSi20429_1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/238/895/GCA_000238895.2_PspBSi20429_1.0/GCA_000238895.2_PspBSi20429_1.0_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/238/895/GCA_000238895.2_PspBSi20429_1.0/GCA_000238895.2_PspBSi20429_1.0_protein.faa.gz"
"39523","Marinobacter sp. ELB17",4.89474,"SAMN02436124","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/169/375/GCA_000169375.1_ASM16937v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/169/375/GCA_000169375.1_ASM16937v1/GCA_000169375.1_ASM16937v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/169/375/GCA_000169375.1_ASM16937v1/GCA_000169375.1_ASM16937v1_protein.faa.gz"
"587","marine gamma proteobacterium HTCC2080",3.57608,"SAMN02436101","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/169/115/GCA_000169115.1_ASM16911v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/169/115/GCA_000169115.1_ASM16911v1/GCA_000169115.1_ASM16911v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/169/115/GCA_000169115.1_ASM16911v1/GCA_000169115.1_ASM16911v1_protein.faa.gz"
"770","marine gamma proteobacterium HTCC2148",4.32694,"SAMN02436226","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/156/295/GCA_000156295.1_ASM15629v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/156/295/GCA_000156295.1_ASM15629v1/GCA_000156295.1_ASM15629v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/156/295/GCA_000156295.1_ASM15629v1/GCA_000156295.1_ASM15629v1_protein.faa.gz"
"443","Bermanella marisrubri",3.55224,"SAMN02436132","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/153/565/GCA_000153565.1_ASM15356v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/153/565/GCA_000153565.1_ASM15356v1/GCA_000153565.1_ASM15356v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/153/565/GCA_000153565.1_ASM15356v1/GCA_000153565.1_ASM15356v1_protein.faa.gz"
"586","Alteromonadales bacterium TW-7",4.10495,"SAMN02436129","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/169/055/GCA_000169055.1_ASM16905v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/169/055/GCA_000169055.1_ASM16905v1/GCA_000169055.1_ASM16905v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/169/055/GCA_000169055.1_ASM16905v1/GCA_000169055.1_ASM16905v1_protein.faa.gz"
"2532","Moritella sp. PE36",5.22309,"SAMN02436150","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/170/855/GCA_000170855.1_ASM17085v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/170/855/GCA_000170855.1_ASM17085v1/GCA_000170855.1_ASM17085v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/170/855/GCA_000170855.1_ASM17085v1/GCA_000170855.1_ASM17085v1_protein.faa.gz"
"34509","Vibrio sp. 16",4.53583,"SAMN02436182","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/158/115/GCA_000158115.1_ASM15811v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/158/115/GCA_000158115.1_ASM15811v1/GCA_000158115.1_ASM15811v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/158/115/GCA_000158115.1_ASM15811v1/GCA_000158115.1_ASM15811v1_protein.faa.gz"
"3506","Aeromonas molluscorum 848",4.23617,"SAMN02471397","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/388/115/GCA_000388115.1_Amol1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/388/115/GCA_000388115.1_Amol1.0/GCA_000388115.1_Amol1.0_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/388/115/GCA_000388115.1_Amol1.0/GCA_000388115.1_Amol1.0_protein.faa.gz"
"28633","Hyphomicrobium denitrificans 1NES1",3.80869,"SAMN02598541","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/230/975/GCA_000230975.3_ASM23097v3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/230/975/GCA_000230975.3_ASM23097v3/GCA_000230975.3_ASM23097v3_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/230/975/GCA_000230975.3_ASM23097v3/GCA_000230975.3_ASM23097v3_protein.faa.gz"
"3507","Aeromonas diversa CDC 2478-85",4.02642,"SAMN02471398","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/367/845/GCA_000367845.1_Adiv1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/367/845/GCA_000367845.1_Adiv1.0/GCA_000367845.1_Adiv1.0_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/367/845/GCA_000367845.1_Adiv1.0/GCA_000367845.1_Adiv1.0_protein.faa.gz"
"33272","Thauera sp. 28",4.31426,"SAMN02470719","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/310/145/GCA_000310145.2_ASM31014v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/310/145/GCA_000310145.2_ASM31014v2/GCA_000310145.2_ASM31014v2_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/310/145/GCA_000310145.2_ASM31014v2/GCA_000310145.2_ASM31014v2_protein.faa.gz"
"3322","Thauera linaloolentis 47Lol = DSM 12138",4.21434,"SAMN02743986","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/621/305/GCA_000621305.1_ASM62130v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/621/305/GCA_000621305.1_ASM62130v1/GCA_000621305.1_ASM62130v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/621/305/GCA_000621305.1_ASM62130v1/GCA_000621305.1_ASM62130v1_protein.faa.gz"
"35090","Thauera sp. 63",4.27582,"SAMN02470720","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/310/165/GCA_000310165.2_ASM31016v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/310/165/GCA_000310165.2_ASM31016v2/GCA_000310165.2_ASM31016v2_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/310/165/GCA_000310165.2_ASM31016v2/GCA_000310165.2_ASM31016v2_protein.faa.gz"
"30340","Thauera sp. 27",4.70326,"SAMN02470722","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/310/125/GCA_000310125.2_ASM31012v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/310/125/GCA_000310125.2_ASM31012v2/GCA_000310125.2_ASM31012v2_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/310/125/GCA_000310125.2_ASM31012v2/GCA_000310125.2_ASM31012v2_protein.faa.gz"
"4002","Marinobacter nanhaiticus D15-8W",5.35891,"SAMN02469788","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/364/845/GCA_000364845.1_D15-8W.seq.sqn_for_a_Marinobacter_nanhaiticus_assembly_version_1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/364/845/GCA_000364845.1_D15-8W.seq.sqn_for_a_Marinobacter_nanhaiticus_assembly_version_1.0/GCA_000364845.1_D15-8W.seq.sqn_for_a_Marinobacter_nanhaiticus_assembly_version_1.0_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/364/845/GCA_000364845.1_D15-8W.seq.sqn_for_a_Marinobacter_nanhaiticus_assembly_version_1.0/GCA_000364845.1_D15-8W.seq.sqn_for_a_Marinobacter_nanhaiticus_assembly_version_1.0_protein.faa.gz"
"30803","Pseudoalteromonas agarivorans S816",4.42425,"SAMN02471034","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/363/985/GCA_000363985.1_S816-1_1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/363/985/GCA_000363985.1_S816-1_1.0/GCA_000363985.1_S816-1_1.0_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/363/985/GCA_000363985.1_S816-1_1.0/GCA_000363985.1_S816-1_1.0_protein.faa.gz"
"40140","Pseudomonas aeruginosa B136-33",6.42101,"SAMN02603669","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/359/505/GCA_000359505.1_ASM35950v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/359/505/GCA_000359505.1_ASM35950v1/GCA_000359505.1_ASM35950v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/359/505/GCA_000359505.1_ASM35950v1/GCA_000359505.1_ASM35950v1_protein.faa.gz"
"2216","Methylobacterium mesophilicum SR1.6/6",6.21445,"SAMN02471377","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/364/445/GCA_000364445.1_ASM36444v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/364/445/GCA_000364445.1_ASM36444v1/GCA_000364445.1_ASM36444v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/364/445/GCA_000364445.1_ASM36444v1/GCA_000364445.1_ASM36444v1_protein.faa.gz"
"42268","Vibrio harveyi CAIM 1792",5.82741,"SAMN02469604","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/259/935/GCA_000259935.1_ASM25993v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/259/935/GCA_000259935.1_ASM25993v1/GCA_000259935.1_ASM25993v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/259/935/GCA_000259935.1_ASM25993v1/GCA_000259935.1_ASM25993v1_protein.faa.gz"
"4016","Methylophaga lonarensis MPL",2.63762,"SAMN02470674","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/349/205/GCA_000349205.1_MPLversion1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/349/205/GCA_000349205.1_MPLversion1/GCA_000349205.1_MPLversion1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/349/205/GCA_000349205.1_MPLversion1/GCA_000349205.1_MPLversion1_protein.faa.gz"
"4013","Marinobacter santoriniensis NKSG1",4.03347,"SAMN02471869","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/347/775/GCA_000347775.1_ASM34777v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/347/775/GCA_000347775.1_ASM34777v1/GCA_000347775.1_ASM34777v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/347/775/GCA_000347775.1_ASM34777v1/GCA_000347775.1_ASM34777v1_protein.faa.gz"
"40151","Legionella pneumophila subsp. pneumophila LPE509",3.50771,"SAMN02604344","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/347/615/GCA_000347615.1_ASM34761v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/347/615/GCA_000347615.1_ASM34761v1/GCA_000347615.1_ASM34761v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/347/615/GCA_000347615.1_ASM34761v1/GCA_000347615.1_ASM34761v1_protein.faa.gz"
"3291","Paraglaciecola psychrophila 170",5.41369,"SAMN02603050","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/347/635/GCA_000347635.1_ASM34763v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/347/635/GCA_000347635.1_ASM34763v1/GCA_000347635.1_ASM34763v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/347/635/GCA_000347635.1_ASM34763v1/GCA_000347635.1_ASM34763v1_protein.faa.gz"
"2974","Thalassolituus oleivorans MIL-1",3.92033,"SAMEA2272589","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/355/675/GCA_000355675.1_ASM35567v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/355/675/GCA_000355675.1_ASM35567v1/GCA_000355675.1_ASM35567v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/355/675/GCA_000355675.1_ASM35567v1/GCA_000355675.1_ASM35567v1_protein.faa.gz"
"3994","Bradyrhizobium oligotrophicum S58",8.26417,"SAMD00061052","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/344/805/GCA_000344805.1_ASM34480v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/344/805/GCA_000344805.1_ASM34480v1/GCA_000344805.1_ASM34480v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/344/805/GCA_000344805.1_ASM34480v1/GCA_000344805.1_ASM34480v1_protein.faa.gz"
"32677","Vibrio diabolicus E0666",5.04892,"SAMN02469807","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/341/445/GCA_000341445.1_VibrioE0666","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/341/445/GCA_000341445.1_VibrioE0666/GCA_000341445.1_VibrioE0666_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/341/445/GCA_000341445.1_VibrioE0666/GCA_000341445.1_VibrioE0666_protein.faa.gz"
"2363","Desulfocapsa sulfexigens DSM 10523",4.02351,"SAMN02602964","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/341/395/GCA_000341395.1_ASM34139v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/341/395/GCA_000341395.1_ASM34139v1/GCA_000341395.1_ASM34139v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/341/395/GCA_000341395.1_ASM34139v1/GCA_000341395.1_ASM34139v1_protein.faa.gz"
"42007","Vibrio mimicus CAIM 602",4.32029,"SAMN02469605","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/338/875/GCA_000338875.1_CAIM_602T_1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/338/875/GCA_000338875.1_CAIM_602T_1.0/GCA_000338875.1_CAIM_602T_1.0_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/338/875/GCA_000338875.1_CAIM_602T_1.0/GCA_000338875.1_CAIM_602T_1.0_protein.faa.gz"
"2907","Halomonas titanicae BH1",5.33979,"SAMN02471939","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/336/575/GCA_000336575.1_HalTitan1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/336/575/GCA_000336575.1_HalTitan1.0/GCA_000336575.1_HalTitan1.0_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/336/575/GCA_000336575.1_HalTitan1.0/GCA_000336575.1_HalTitan1.0_protein.faa.gz"
"3859","Pseudomonas poae RE*1-1-14",5.51224,"SAMN02603296","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/336/465/GCA_000336465.1_ASM33646v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/336/465/GCA_000336465.1_ASM33646v1/GCA_000336465.1_ASM33646v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/336/465/GCA_000336465.1_ASM33646v1/GCA_000336465.1_ASM33646v1_protein.faa.gz"
"29109","Vibrio parahaemolyticus BB22OP",5.10352,"SAMN02604302","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/328/405/GCA_000328405.1_ASM32840v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/328/405/GCA_000328405.1_ASM32840v1/GCA_000328405.1_ASM32840v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/328/405/GCA_000328405.1_ASM32840v1/GCA_000328405.1_ASM32840v1_protein.faa.gz"
"37807","Pseudomonas stutzeri RCH2",4.60049,"SAMN02232046","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/327/065/GCA_000327065.1_ASM32706v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/327/065/GCA_000327065.1_ASM32706v1/GCA_000327065.1_ASM32706v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/327/065/GCA_000327065.1_ASM32706v1/GCA_000327065.1_ASM32706v1_protein.faa.gz"
"3407","Thioalkalivibrio nitratireducens DSM 14787",4.00235,"SAMN02602962","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/321/415/GCA_000321415.2_ASM32141v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/321/415/GCA_000321415.2_ASM32141v2/GCA_000321415.2_ASM32141v2_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/321/415/GCA_000321415.2_ASM32141v2/GCA_000321415.2_ASM32141v2_protein.faa.gz"
"27144","Alcaligenes sp. HPC1271",4.27093,"SAMN02470625","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/313/875/GCA_000313875.1_ASM31387v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/313/875/GCA_000313875.1_ASM31387v1/GCA_000313875.1_ASM31387v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/313/875/GCA_000313875.1_ASM31387v1/GCA_000313875.1_ASM31387v1_protein.faa.gz"
"220","Bordetella bronchiseptica 253",5.26438,"SAMEA2272388","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/318/015/GCA_000318015.1_ASM31801v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/318/015/GCA_000318015.1_ASM31801v1/GCA_000318015.1_ASM31801v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/318/015/GCA_000318015.1_ASM31801v1/GCA_000318015.1_ASM31801v1_protein.faa.gz"
"3412","Candidatus Sulfuricurvum sp. RIFRC-1",2.36031,"SAMN01162293","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/310/245/GCA_000310245.1_ASM31024v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/310/245/GCA_000310245.1_ASM31024v1/GCA_000310245.1_ASM31024v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/310/245/GCA_000310245.1_ASM31024v1/GCA_000310245.1_ASM31024v1_protein.faa.gz"
"25877","Alteromonas mediterranea DE1",4.94713,"SAMN02604119","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/310/085/GCA_000310085.1_ASM31008v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/310/085/GCA_000310085.1_ASM31008v1/GCA_000310085.1_ASM31008v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/310/085/GCA_000310085.1_ASM31008v1/GCA_000310085.1_ASM31008v1_protein.faa.gz"
"225","Bordetella parapertussis Bpp5",4.89957,"SAMEA2272448","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/935/GCA_000317935.1_ASM31793v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/935/GCA_000317935.1_ASM31793v1/GCA_000317935.1_ASM31793v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/935/GCA_000317935.1_ASM31793v1/GCA_000317935.1_ASM31793v1_protein.faa.gz"
"3356","Paraglaciecola polaris LMG 21857",5.2395,"SAMD00036604","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/315/055/GCA_000315055.1_ASM31505v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/315/055/GCA_000315055.1_ASM31505v1/GCA_000315055.1_ASM31505v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/315/055/GCA_000315055.1_ASM31505v1/GCA_000315055.1_ASM31505v1_protein.faa.gz"
"3361","Glaciecola pallidula DSM 14239 = ACAM 615",4.36305,"SAMN02440876","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/428/905/GCA_000428905.1_ASM42890v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/428/905/GCA_000428905.1_ASM42890v1/GCA_000428905.1_ASM42890v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/428/905/GCA_000428905.1_ASM42890v1/GCA_000428905.1_ASM42890v1_protein.faa.gz"
"3360","Paraglaciecola mesophila KMM 241",5.05576,"SAMD00036602","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/315/015/GCA_000315015.1_ASM31501v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/315/015/GCA_000315015.1_ASM31501v1/GCA_000315015.1_ASM31501v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/315/015/GCA_000315015.1_ASM31501v1/GCA_000315015.1_ASM31501v1_protein.faa.gz"
"3355","Paraglaciecola arctica BSs20135",5.96446,"SAMD00036601","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/314/995/GCA_000314995.1_ASM31499v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/314/995/GCA_000314995.1_ASM31499v1/GCA_000314995.1_ASM31499v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/314/995/GCA_000314995.1_ASM31499v1/GCA_000314995.1_ASM31499v1_protein.faa.gz"
"3353","Paraglaciecola chathamensis S18K6",5.26546,"SAMD00036599","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/314/955/GCA_000314955.1_ASM31495v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/314/955/GCA_000314955.1_ASM31495v1/GCA_000314955.1_ASM31495v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/314/955/GCA_000314955.1_ASM31495v1/GCA_000314955.1_ASM31495v1_protein.faa.gz"
"1534","Paraglaciecola agarilytica NO2",5.65492,"SAMD00036597","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/314/935/GCA_000314935.1_ASM31493v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/314/935/GCA_000314935.1_ASM31493v1/GCA_000314935.1_ASM31493v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/314/935/GCA_000314935.1_ASM31493v1/GCA_000314935.1_ASM31493v1_protein.faa.gz"
"2072","Simiduia agarivorans SA1 = DSM 21679",4.30023,"SAMN02603035","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/305/785/GCA_000305785.2_ASM30578v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/305/785/GCA_000305785.2_ASM30578v2/GCA_000305785.2_ASM30578v2_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/305/785/GCA_000305785.2_ASM30578v2/GCA_000305785.2_ASM30578v2_protein.faa.gz"
"37304","Vibrio sp. HENC-03",5.90719,"SAMN00752549","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/305/755/GCA_000305755.2_ASM30575v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/305/755/GCA_000305755.2_ASM30575v2/GCA_000305755.2_ASM30575v2_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/305/755/GCA_000305755.2_ASM30575v2/GCA_000305755.2_ASM30575v2_protein.faa.gz"
"29359","Bordetella bronchiseptica MO149",5.09182,"SAMEA2272800","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/955/GCA_000317955.1_ASM31795v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/955/GCA_000317955.1_ASM31795v1/GCA_000317955.1_ASM31795v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/955/GCA_000317955.1_ASM31795v1/GCA_000317955.1_ASM31795v1_protein.faa.gz"
"34113","Alteromonas macleodii str. 'Balearic Sea AD45'",4.67488,"SAMN02604120","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/300/175/GCA_000300175.1_ASM30017v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/300/175/GCA_000300175.1_ASM30017v1/GCA_000300175.1_ASM30017v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/300/175/GCA_000300175.1_ASM30017v1/GCA_000300175.1_ASM30017v1_protein.faa.gz"
"29301","Alteromonas macleodii str. 'Black Sea 11'",4.48051,"SAMN02604118","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/299/995/GCA_000299995.1_ASM29999v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/299/995/GCA_000299995.1_ASM29999v1/GCA_000299995.1_ASM29999v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/299/995/GCA_000299995.1_ASM29999v1/GCA_000299995.1_ASM29999v1_protein.faa.gz"
